"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP"
"762","Markus Nutivaara","CBJ","D","80","1354.6","5","13","8","5","18","33.33"
"6","Ron Hainsey","TOR","D","81","1360.2666666667","3","14","5","9","17","22.67"
"99","Ryan Reaves","VGK","R","80","801.58333333333","6","11","7","4","17","65.38"
"110","Kyle Okposo","BUF","R","78","902.65","7","10","6","4","17","56.67"
"146","Kevin Shattenkirk","NYR","D","73","1120.8833333333","1","16","8","8","17","44.74"
"152","P.K. Subban","NSH","D","63","1109.5","6","11","8","3","17","36.17"
"289","Radko Gudas","PHI","D","77","1150.65","3","14","7","7","17","37.78"
"368","Josh Archibald","ARI","R","68","783.98333333333","9","8","4","4","17","58.62"
"370","Dylan DeMelo","OTT","D","77","1273.7166666667","4","13","8","5","17","23.61"
"376","Sean Kuraly","BOS","C","71","857.45","5","12","7","5","17","73.91"
"385","Josh Leivo","TOR, VAN","L","76","857.36666666667","11","6","5","1","17","47.22"
"410","Adam Larsson","EDM","D","82","1548.7166666667","3","14","6","8","17","37.78"
"429","Vladislav Namestnikov","NYR","C","78","951.1","7","10","4","6","17","56.67"
"437","Torey Krug","BOS","D","64","1039.7166666667","3","14","7","7","17","39.53"
"448","Pontus Aberg","ANA, MIN","L","59","717.83333333333","9","8","5","3","17","68.00"
"456","Mike Matheson","FLA","D","75","1360.75","6","11","5","6","17","30.91"
"517","Danny DeKeyser","DET","D","52","944.65","4","13","10","3","17","39.53"
"554","Adam Erne","T.B","L","65","629.38333333333","5","12","5","7","17","60.71"
"570","Zach Sanford","STL","L","60","703.01666666667","8","9","5","4","17","62.96"
"607","Garnet Hathaway","CGY","R","76","649.26666666667","9","8","2","6","17","62.96"
"641","Brendan Lemieux","NYR, WPG","L","63","544.86666666667","12","5","2","3","17","65.38"
"659","Lucas Wallmark","CAR","C","81","989.81666666667","7","10","5","5","17","58.62"
"707","Christian Fischer","ARI","R","71","797.81666666667","11","6","3","3","17","77.27"
"718","Jack Roslovic","WPG","C","77","689.95","4","13","9","4","17","62.96"
"723","Daniel Sprong","ANA, PIT","R","63","659.35","11","6","5","1","17","77.27"
"803","Samuel Girard","COL","D","82","1393.6666666667","4","13","7","6","17","28.81"
"861","David Kampf","CHI","C","63","734.11666666667","4","13","9","4","17","73.91"
"147","Pat Maroon","STL","L","74","890.7","8","8","4","4","16","45.71"
"183","Drew Doughty","L.A","D","82","1632.35","0","16","11","5","16","34.04"
"186","Zach Bogosian","BUF","D","65","1157.25","2","14","6","8","16","32.00"
"232","Marcus Johansson","BOS, N.J","L","58","728.53333333333","9","7","3","4","16","61.54"
"322","Riley Sheahan","FLA, PIT","C","82","912.86666666667","7","9","4","5","16","59.26"
"323","Chris Wagner","BOS","R","76","896.83333333333","10","6","4","2","16","57.14"
"378","Vincent Trocheck","FLA","C","55","784.51666666667","5","11","6","5","16","55.17"
"392","Scott Mayfield","NYI","D","79","1260.3","3","13","5","8","16","34.78"
"405","Scott Harrington","CBJ","D","73","878.96666666667","2","14","6","8","16","45.71"
"446","Hampus Lindholm","ANA","D","76","1419.5833333333","1","15","3","12","16","29.09"
"458","Zemgus Girgensons","BUF","C","72","786.63333333333","5","11","5","6","16","69.57"
"584","Josh Morrissey","WPG","D","59","989.85","1","15","6","9","16","34.04"
"623","Brendan Perlini","ARI, CHI","L","68","724.38333333333","11","5","2","3","16","69.57"
"637","Nikolay Goldobin","VAN","R","63","743.1","6","10","3","7","16","55.17"
"644","Marcus Pettersson","ANA, PIT","D","84","1220.4","1","15","8","7","16","32.65"
"776","Luke Kunin","MIN","C","49","622.48333333333","6","10","8","2","16","57.14"
"1","Matt Cullen","PIT","C","71","640.21666666667","5","10","7","3","15","60.00"
"22","Jay Bouwmeester","STL","D","78","1398.0166666667","3","12","8","4","15","35.71"
"23","Johnny Boychuk","NYI","D","74","1196.85","2","13","6","7","15","30.61"
"33","Jeff Carter","L.A","C","76","1033.7833333333","7","8","6","2","15","51.72"
"35","Brent Seabrook","CHI","D","78","1159.5333333333","3","12","6","6","15","32.61"
"67","Alex Goligoski","ARI","D","76","1259.6333333333","1","14","6","8","15","32.61"
"85","Andrew Cogliano","ANA, DAL","C, L","78","859.25","5","10","7","3","15","71.43"
"100","Anton Stralman","T.B","D","47","795.48333333333","2","13","5","8","15","37.50"
"106","Alex Biega","VAN","D","41","679.16666666667","2","13","6","7","15","50.00"
"115","Milan Lucic","EDM","L","79","924.06666666667","4","11","9","2","15","55.56"
"117","Cal Clutterbuck","NYI","R","73","757.65","3","12","8","4","15","60.00"
"145","Justin Braun","S.J","D","78","1347.1","2","13","6","7","15","39.47"
"204","Travis Hamonic","CGY","D","69","1183.65","6","9","5","4","15","24.19"
"245","Magnus Paajarvi","OTT","L","80","898.01666666667","8","7","1","6","15","62.50"
"250","Nick Leddy","NYI","D","82","1418.85","4","11","8","3","15","24.19"
"263","Marcus Foligno","MIN","L","82","818.93333333333","7","8","4","4","15","62.50"
"399","Markus Granlund","VAN","C","77","823.8","8","7","4","3","15","68.18"
"416","Jonas Brodin","MIN","D","82","1429.9166666667","3","12","6","6","15","35.71"
"469","Colton Parayko","STL","D","80","1512.6833333333","5","10","2","8","15","25.86"
"477","Jujhar Khaira","EDM","L","60","650","2","13","10","3","15","71.43"
"496","Brett Kulak","MTL","D","57","965.51666666667","5","10","3","7","15","29.41"
"498","Cedric Paquette","T.B","C","80","784.55","11","4","3","1","15","50.00"
"521","Michael Raffl","PHI","L","67","688.01666666667","4","11","5","6","15","57.69"
"540","Sven Andrighetto","COL","R","64","611.76666666667","6","9","6","3","15","62.50"
"585","Alexander Wennberg","CBJ","C","75","861.38333333333","0","15","9","6","15","46.88"
"611","Tomas Nosek","VGK","L","68","687.2","7","8","7","1","15","62.50"
"650","Ryan Donato","BOS, MIN","C","56","628.85","6","9","4","5","15","78.95"
"654","Warren Foegele","CAR","L","77","832.08333333333","10","5","3","2","15","60.00"
"677","Ondrej Kase","ANA","R","30","384.5","10","5","4","1","15","71.43"
"687","Rasmus Andersson","CGY","D","79","1095.3333333333","1","14","3","11","15","31.25"
"700","Erik Cernak","T.B","D","58","923.65","4","11","6","5","15","28.30"
"751","Denis Malgin","FLA","C","50","575.03333333333","7","8","5","3","15","71.43"
"831","Zach Aston-Reese","PIT","C","43","494.13333333333","6","9","3","6","15","68.18"
"840","Casey Mittelstadt","BUF","C","77","858.85","9","6","5","1","15","46.88"
"9","Niklas Kronwall","DET","D","79","1308.35","2","12","5","7","14","30.43"
"13","Jason Spezza","DAL","C","76","811.66666666667","6","8","2","6","14","66.67"
"71","Ryan Callahan","T.B","R","52","511.76666666667","5","9","7","2","14","63.64"
"89","Justin Abdelkader","DET","L","71","886.15","3","11","4","7","14","58.33"
"92","Kris Russell","EDM","D","72","1278.6833333333","3","11","4","7","14","28.00"
"103","Andy Greene","N.J","D","82","1320.2","3","11","6","5","14","28.57"
"122","Derick Brassard","COL, FLA, PIT","C","70","892.51666666667","9","5","3","2","14","58.33"
"247","Calvin de Haan","CAR","D","74","1180.5166666667","1","13","7","6","14","34.15"
"253","Brayden McNabb","VGK","D","81","1314.5833333333","3","11","7","4","14","22.95"
"309","Jon Merrill","VGK","D","57","924.38333333333","2","12","5","7","14","35.00"
"316","Derek Forbort","L.A","D","81","1458.6833333333","2","12","4","8","14","36.84"
"366","Josh Manson","ANA","D","74","1365.2833333333","3","11","9","2","14","31.82"
"526","MacKenzie Weegar","FLA","D","64","951.35","4","10","4","6","14","40.00"
"528","Will Butcher","N.J","D","78","1223.5333333333","3","11","2","9","14","26.92"
"587","Nikita Zadorov","COL","D","70","1052.9833333333","7","7","6","1","14","29.79"
"592","Frederik Gauthier","TOR","C","70","569.05","3","11","5","6","14","58.33"
"601","Trevor van Riemsdyk","CAR","D","78","1067.8166666667","3","11","5","6","14","38.89"
"691","Pavel Zacha","N.J","C","61","708.3","7","7","3","4","14","53.85"
"695","Travis Dermott","TOR","D","64","1004.2833333333","4","10","3","7","14","32.56"
"733","Joel Eriksson Ek","MIN","C","58","675.83333333333","7","7","7","0","14","56.00"
"739","Austin Czarnik","CGY","C","54","525.95","5","9","5","4","14","63.64"
"746","Noel Acciari","BOS","C","72","812.53333333333","6","8","5","3","14","66.67"
"815","Filip Hronek","DET","D","46","751.41666666667","4","10","3","7","14","56.00"
"856","Filip Chytil","NYR","C","75","897.41666666667","6","8","7","1","14","63.64"
"14","Mikko Koivu","MIN","C","48","642.7","4","9","8","1","13","61.90"
"82","Marc Staal","NYR","D","79","1260.4166666667","3","10","3","7","13","28.26"
"87","James Neal","CGY","L","63","784.55","5","8","6","2","13","50.00"
"98","Darren Helm","DET","L","61","751.31666666667","6","7","7","0","13","56.52"
"156","Kyle Turris","NSH","C","55","706.26666666667","2","11","10","1","13","61.90"
"160","Colton Sceviour","FLA","C","59","584.01666666667","4","9","8","1","13","56.52"
"173","Alec Martinez","L.A","D","60","1053.35","4","9","3","6","13","28.89"
"177","Nick Holden","VGK","D","61","973.6","3","10","5","5","13","30.95"
"197","Tyler Ennis","TOR","C, L","51","422.51666666667","10","3","2","1","13","86.67"
"214","Derek Grant","ANA, PIT","C","56","549.55","4","9","5","4","13","61.90"
"218","Matt Martin","NYI","L","67","737.23333333333","5","8","3","5","13","56.52"
"301","Johan Larsson","BUF","C","73","850.9","5","8","4","4","13","50.00"
"391","Rocco Grimaldi","NSH","C","53","523.91666666667","5","8","4","4","13","92.86"
"421","Joel Armia","MTL","R","57","686.76666666667","7","6","5","1","13","56.52"
"424","Connor Murphy","CHI","D","52","884.53333333333","5","8","2","6","13","31.71"
"431","Colin Miller","VGK","D","65","1034.3333333333","1","12","6","6","13","30.95"
"435","Barclay Goodrow","S.J","R","82","768.46666666667","6","7","1","6","13","50.00"
"503","Matthew Benning","EDM","D","70","902.13333333333","3","10","5","5","13","30.23"
"518","Nate Schmidt","VGK","D","61","1084.7833333333","4","9","3","6","13","22.81"
"602","Ryan Carpenter","VGK","C","68","736.9","3","10","3","7","13","52.00"
"609","Melker Karlsson","S.J","C","79","773.3","9","4","1","3","13","59.09"
"663","Devon Toews","NYI","D","48","741.83333333333","3","10","6","4","13","46.43"
"681","Andrew Mangiapane","CGY","L","44","434.68333333333","8","5","3","2","13","59.09"
"714","Roope Hintz","DAL","L","58","659.75","5","8","5","3","13","68.42"
"890","Par Lindholm","TOR, WPG","C","65","624.03333333333","1","12","7","5","13","54.17"
"47","David Backes","BOS","R","70","765.21666666667","5","7","3","4","12","57.14"
"70","Alexander Edler","VAN","D","56","984.18333333333","4","8","4","4","12","34.29"
"102","Dan Girardi","T.B","D","62","940.9","3","9","1","8","12","25.53"
"111","Trevor Lewis","L.A","C","44","537.08333333333","3","9","6","3","12","66.67"
"143","Ian Cole","COL","D","71","1132.3","1","11","2","9","12","31.58"
"206","Marco Scandella","BUF","D","63","950.95","6","6","1","5","12","36.36"
"258","Brandon Pirri","VGK","C","31","376.66666666667","9","3","3","0","12","57.14"
"305","Jordan Weal","ARI, MTL, PHI","C","63","763.26666666667","4","8","5","3","12","52.17"
"318","Cam Fowler","ANA","D","59","1093.4166666667","2","10","5","5","12","33.33"
"320","Austin Watson","NSH","L","37","452.28333333333","4","8","5","3","12","60.00"
"387","Jean-Gabriel Pageau","OTT","C","39","557.7","4","8","5","3","12","85.71"
"419","Jamie Oleksiak","DAL, PIT","D","57","807.11666666667","4","8","3","5","12","33.33"
"423","Oscar Klefbom","EDM","D","61","1132.0333333333","1","11","3","8","12","40.00"
"487","Jake McCabe","BUF","D","59","964.66666666667","3","9","3","6","12","36.36"
"527","Tyler Motte","VAN","C","74","801.05","6","6","3","3","12","57.14"
"604","Jordan Oesterle","ARI","D","71","1096.2166666667","3","9","4","5","12","30.00"
"754","Conor Garland","ARI","R","47","473.23333333333","9","3","0","3","12","75.00"
"760","Brett Seney","N.J","L","51","511.91666666667","5","7","5","2","12","75.00"
"819","Nikita Zaitsev","TOR","D","81","1375.75","3","9","1","8","12","23.08"
"41","Brian Boyle","N.J, NSH","C","73","648.13333333333","9","2","2","0","11","44.00"
"54","Dustin Byfuglien","WPG","D","42","767.33333333333","2","9","3","6","11","37.93"
"60","Drew Stafford","N.J","R","57","636.85","4","7","5","2","11","61.11"
"150","Sam Gagner","EDM, VAN","C","32","407.68333333333","4","7","5","2","11","73.33"
"158","Brendan Smith","NYR","D","63","842.38333333333","4","7","4","3","11","50.00"
"264","Sami Vatanen","N.J","D","50","832.23333333333","1","10","7","3","11","33.33"
"280","Marcus Kruger","CHI","C","74","624.95","4","7","3","4","11","52.38"
"303","Greg McKegg","CAR","C","41","422.81666666667","6","5","4","1","11","68.75"
"335","Joakim Nordstrom","BOS","C","70","792.53333333333","6","5","3","2","11","44.00"
"422","Nathan Beaulieu","BUF, WPG","D","48","694.98333333333","3","8","3","5","11","31.43"
"463","Derrick Pouliot","VAN","D","62","947.33333333333","2","9","4","5","11","24.44"
"610","Pierre-Edouard Bellemare","VGK","C, L","76","775.28333333333","4","7","5","2","11","47.83"
"631","Nick Schmaltz","ARI, CHI","C","40","535.78333333333","1","10","6","4","11","64.71"
"642","Jayce Hawryluk","FLA","C","42","389.91666666667","7","4","1","3","11","73.33"
"658","Michael Amadio","L.A","C","43","405.85","6","5","1","4","11","57.89"
"788","Jakob Chychrun","ARI","D","53","898.18333333333","2","9","3","6","11","42.31"
"806","Henrik Borgstrom","FLA","C","50","529.76666666667","5","6","1","5","11","55.00"
"838","Michael Rasmussen","DET","C","62","623.95","2","9","5","4","11","61.11"
"873","Kiefer Sherwood","ANA","R","50","544.73333333333","6","5","1","4","11","57.89"
"2","Zdeno Chara","BOS","D","62","1087.4666666667","4","6","2","4","10","19.61"
"27","Chris Kunitz","CHI","L","56","487.63333333333","5","5","3","2","10","66.67"
"51","Nate Thompson","L.A, MTL","C","78","832.3","4","6","1","5","10","41.67"
"58","Andrew Ladd","NYI","L","26","326.18333333333","3","7","2","5","10","76.92"
"94","Vladimir Sobotka","BUF","C","69","805.18333333333","3","7","4","3","10","55.56"
"154","Riley Nash","CBJ","C","78","805.71666666667","2","8","6","2","10","62.50"
"181","Jay Beagle","VAN","C","57","611.23333333333","1","9","6","3","10","58.82"
"341","Tim Heed","S.J","D","37","466.86666666667","1","9","5","4","10","34.48"
"388","Mike Reilly","MTL","D","57","923.58333333333","2","8","2","6","10","23.26"
"390","Ty Rattie","EDM","R","50","515.13333333333","4","6","5","1","10","62.50"
"400","Joel Edmundson","STL","D","64","1053.6833333333","2","8","7","1","10","22.73"
"447","Matt Dumba","MIN","D","32","577.46666666667","6","4","2","2","10","41.67"
"455","Olli Maatta","PIT","D","60","927.25","0","10","7","3","10","23.26"
"473","Chandler Stephenson","WSH","C","64","655.46666666667","4","6","4","2","10","71.43"
"489","Connor Carrick","DAL, N.J","D","34","513.9","2","8","4","4","10","62.50"
"511","Christian Djoos","WSH","D","45","598.98333333333","1","9","5","4","10","35.71"
"516","Tim Schaller","VAN","C","47","434.46666666667","3","7","6","1","10","58.82"
"566","Madison Bowey","DET, WSH","D","50","700.71666666667","2","8","4","4","10","38.46"
"759","Adam Gaudette","VAN","C","56","530.21666666667","5","5","3","2","10","58.82"
"761","Mason Appleton","WPG","C","36","282.9","3","7","5","2","10","58.82"
"799","Victor Mete","MTL","D","71","1136.5333333333","0","10","4","6","10","20.00"
"813","Tage Thompson","BUF","C, R","65","715.98333333333","6","4","4","0","10","71.43"
"878","Lukas Radil","S.J","C","36","380.05","6","4","3","1","10","58.82"
"7","Brooks Orpik","WSH","D","53","668.15","2","7","2","5","9","24.32"
"11","Deryk Engelland","VGK","D","74","1200.6833333333","2","7","4","3","9","20.93"
"135","Ben Lovejoy","DAL, N.J","D","71","947.7","2","7","3","4","9","28.13"
"166","Robert Bortuzzo","STL","D","59","760.2","2","7","5","2","9","24.32"
"195","Michael Del Zotto","ANA, STL, VAN","D","42","629.85","1","8","2","6","9","36.00"
"201","Justin Schultz","PIT","D","29","490.85","1","8","3","5","9","47.37"
"211","Dale Weise","MTL, PHI","R","51","520.35","4","5","2","3","9","69.23"
"252","John Moore","BOS","D","61","947.33333333333","1","8","4","4","9","31.03"
"326","Erik Gudbranson","PIT, VAN","D","76","1194.45","2","7","3","4","9","22.50"
"332","Mark Pysyk","FLA","D","70","1127.3333333333","1","8","3","5","9","19.57"
"372","Tobias Rieder","EDM","R","67","716.88333333333","0","9","6","3","9","90.00"
"508","Ben Hutton","VAN","D","69","1198.4166666667","3","6","0","6","9","23.68"
"555","Jacob de la Rose","DET","C, L","60","587.53333333333","3","6","3","3","9","52.94"
"568","William Carrier","VGK","L","54","528.65","8","1","1","0","9","64.29"
"581","Valeri Nichushkin","DAL","R","57","629.88333333333","0","9","3","6","9","50.00"
"589","Mirco Mueller","N.J","D","53","845.1","1","8","4","4","9","36.00"
"680","Dryden Hunt","FLA","L","31","337.76666666667","2","7","3","4","9","64.29"
"757","Rudolfs Balcers","OTT","L","36","377.75","2","7","2","5","9","90.00"
"772","Kevin Rooney","N.J","C","41","429.83333333333","5","4","1","3","9","60.00"
"827","Matt Luff","L.A","R","33","348.05","6","3","2","1","9","69.23"
"862","Neal Pionk","NYR","D","73","1163.35","2","7","1","6","9","23.68"
"37","Eric Fehr","MIN","C","72","642.8","4","4","2","2","8","57.14"
"53","Kyle Brodziak","EDM","C","70","681.05","5","3","2","1","8","53.33"
"66","Brandon Dubinsky","CBJ","C","61","652.38333333333","4","4","3","1","8","66.67"
"72","Roman Polak","DAL","D","77","1236.2333333333","1","7","3","4","8","20.51"
"163","Mario Kempe","ARI","R","52","530.85","3","5","3","2","8","50.00"
"164","Yannick Weber","NSH","D","62","699.45","2","6","3","3","8","28.57"
"272","Garrett Wilson","PIT","L","50","350.35","2","6","4","2","8","66.67"
"292","Christopher Tanev","VAN","D","55","873.31666666667","1","7","4","3","8","28.57"
"300","Ryan Spooner","EDM, NYR, VAN","C","52","520.5","3","5","3","2","8","72.73"
"308","Patrik Nemeth","COL","D","74","962.31666666667","1","7","6","1","8","23.53"
"310","Tyler Pitlick","DAL","C","47","543.6","6","2","1","1","8","57.14"
"314","Devante Smith-Pelly","WSH","R","54","487.08333333333","4","4","3","1","8","57.14"
"355","Taylor Fedun","DAL","D","54","671.91666666667","4","4","3","1","8","42.11"
"361","Matthew Peca","MTL","C","39","355.23333333333","3","5","4","1","8","133.33"
"395","Dmitrij Jaskin","WSH","R","37","363.03333333333","2","6","1","5","8","61.54"
"468","Matt Grzelcyk","BOS","D","66","1063.3333333333","1","7","2","5","8","21.62"
"482","Boo Nieves","NYR","C","43","383.36666666667","4","4","1","3","8","72.73"
"529","Saku Maenalanen","CAR","R","34","303.56666666667","4","4","3","1","8","61.54"
"662","Christoffer Ehn","DET","C","60","582.56666666667","2","6","2","4","8","66.67"
"667","Gustav Forsling","CHI","D","43","656.85","2","6","2","4","8","50.00"
"706","Oliver Kylington","CGY","D","38","465.35","3","5","2","3","8","53.33"
"753","Christian Wolanin","OTT","D","30","443.08333333333","3","5","2","3","8","28.57"
"829","Trevor Moore","TOR","L","25","219.58333333333","2","6","2","4","8","88.89"
"865","Radim Simek","S.J","D","41","576.6","1","7","3","4","8","27.59"
"871","Sean Walker","L.A","D","39","576.36666666667","2","6","4","2","8","34.78"
"896","Bogdan Kiselevich","FLA","D","32","445.6","0","8","6","2","8","57.14"
"897","Antti Suomela","S.J","C","27","299.7","3","5","3","2","8","100.00"
"178","Jason Demers","ARI","D","35","593.71666666667","2","5","3","2","7","33.33"
"216","Greg Pateryn","MIN","D","80","1208.2","1","6","5","1","7","17.95"
"279","Phil Varone","PHI","C","47","366.88333333333","3","4","3","1","7","58.33"
"291","Matt Irwin","NSH","D","44","485.91666666667","1","6","4","2","7","35.00"
"339","Tom Kuhnhackl","NYI","R","36","406.68333333333","4","3","2","1","7","50.00"
"375","Nick Seeler","MIN","D","71","809.21666666667","2","5","2","3","7","25.93"
"396","Victor Rask","CAR, MIN","C","49","503.9","3","4","3","1","7","53.85"
"418","Sven Baertschi","VAN","L","26","305.21666666667","6","1","1","0","7","63.64"
"426","Joe Morrow","WPG","D","41","559.38333333333","1","6","4","2","7","25.00"
"439","J.T. Brown","MIN","R","56","498.35","2","5","3","2","7","43.75"
"486","Teddy Blueger","PIT","C","28","272.51666666667","5","2","1","1","7","70.00"
"512","Joakim Ryan","S.J","D","44","545.15","0","7","0","7","7","24.14"
"595","Colby Cave","BOS, EDM","C","53","562.96666666667","2","5","2","3","7","50.00"
"616","Michael Dal Colle","NYI","L","28","329.15","3","4","4","0","7","53.85"
"675","Dylan Sikura","CHI","R","33","369.96666666667","0","7","6","1","7","43.75"
"701","Jakob Forsbacka Karlsson","BOS","C","28","305.06666666667","2","5","3","2","7","77.78"
"711","Brandon Carlo","BOS","D","72","1256.15","2","5","3","2","7","14.89"
"741","Markus Hannikainen","CBJ","L","44","403.36666666667","4","3","2","1","7","77.78"
"758","Troy Terry","ANA","R","32","372.26666666667","2","5","4","1","7","46.67"
"778","Maxime Lajoie","OTT","D","56","837.31666666667","3","4","2","2","7","28.00"
"787","Jesse Puljujarvi","EDM","R","46","523.03333333333","4","3","1","2","7","53.85"
"790","Sam Steel","ANA","C","22","270.05","4","3","2","1","7","58.33"
"848","Max Comtois","ANA","L","10","126.15","2","5","3","2","7","87.50"
"849","Henri Jokiharju","CHI","D","38","624.35","0","7","5","2","7","29.17"
"867","Jan Rutta","CHI, T.B","D","37","524.05","2","5","2","3","7","25.00"
"889","Igor Ozhiganov","TOR","D","53","735.83333333333","3","4","2","2","7","22.58"
"893","Egor Yakovlev","N.J","D","25","382.7","2","5","3","2","7","50.00"
"32","Dion Phaneuf","L.A","D","67","893.56666666667","1","5","1","4","6","20.00"
"42","Corey Perry","ANA","R","31","390.43333333333","4","2","2","0","6","75.00"
"80","Jack Johnson","PIT","D","82","1321.25","0","6","2","4","6","13.04"
"90","Adam McQuaid","CBJ, NYR","D","50","685.63333333333","3","3","1","2","6","23.08"
"97","Niklas Hjalmarsson","ARI","D","82","1310.6333333333","0","6","2","4","6","14.63"
"113","Jamie McGinn","FLA","L","19","182.36666666667","3","3","3","0","6","85.71"
"123","Michael Grabner","ARI","R","41","468.3","2","4","3","1","6","60.00"
"129","Andrew MacDonald","PHI","D","47","659.13333333333","0","6","3","3","6","20.69"
"162","Carl Gunnarsson","STL","D","25","348.05","3","3","0","3","6","28.57"
"249","Dmitry Kulikov","WPG","D","57","817.35","0","6","3","3","6","18.18"
"275","Gabriel Bourque","COL","L","55","388.35","1","5","4","1","6","42.86"
"277","Erik Haula","VGK","C, L","15","197.36666666667","2","4","3","1","6","75.00"
"357","Kevan Miller","BOS","D","39","602.33333333333","0","6","3","3","6","26.09"
"365","Lukas Sedlak","CBJ","C","47","389.38333333333","4","2","1","1","6","50.00"
"425","Stefan Noesen","N.J","R","41","484.3","2","4","2","2","6","66.67"
"465","Slater Koekkoek","CHI, T.B","D","31","441.13333333333","2","4","2","2","6","24.00"
"593","Jean-Sebastien Dea","N.J, PIT","C","23","212.56666666667","4","2","0","2","6","85.71"
"603","Christian Folin","MTL, PHI","D","45","651.51666666667","0","6","1","5","6","18.18"
"632","Robby Fabbri","STL","C","32","367.4","2","4","2","2","6","40.00"
"651","Christian Dvorak","ARI","C","20","246.65","1","5","4","1","6","66.67"
"756","Christian Jaros","OTT","D","61","808.1","1","5","3","2","6","25.00"
"763","Matt Roy","L.A","D","25","379.06666666667","2","4","0","4","6","31.58"
"770","Casey Nelson","BUF","D","38","533.81666666667","1","5","2","3","6","30.00"
"802","Dennis Cholowski","DET","D","52","767.38333333333","3","3","3","0","6","25.00"
"868","Drake Batherson","OTT","R","20","230.1","1","5","3","2","6","60.00"
"888","Lawrence Pilut","BUF","D","33","534.91666666667","1","5","3","2","6","28.57"
"15","Dan Hamhuis","NSH","D","57","798.83333333333","0","5","1","4","5","20.00"
"20","Trevor Daley","DET","D","44","663.23333333333","1","4","2","2","5","20.00"
"26","Jonathan Ericsson","DET","D","52","757.56666666667","3","2","1","1","5","23.81"
"40","Ryan Kesler","ANA","C","60","714.33333333333","4","1","1","0","5","38.46"
"217","Mark Borowiecki","OTT","D","53","731.71666666667","1","4","2","2","5","21.74"
"266","Chris Wideman","EDM, FLA, OTT","D","25","265.26666666667","1","4","3","1","5","55.56"
"271","Kevin Connauton","ARI","D","50","747.36666666667","1","4","1","3","5","20.00"
"296","Martin Marincin","TOR","D","24","327.81666666667","1","4","1","3","5","35.71"
"336","Michael Chaput","MTL","C","32","291.3","0","5","3","2","5","62.50"
"398","Brett Ritchie","DAL","R","53","469.8","3","2","0","2","5","50.00"
"403","Miikka Salomaki","NSH","R","37","375.2","1","4","1","3","5","45.45"
"475","Mackenzie MacEachern","STL","L","29","231.41666666667","3","2","1","1","5","83.33"
"484","Martin Frk","DET","R","30","242.65","0","5","4","1","5","71.43"
"502","Paul LaDue","L.A","D","33","425.91666666667","2","3","1","2","5","31.25"
"535","John Hayden","CHI","R","54","457.91666666667","3","2","1","1","5","41.67"
"546","Ben Harpur","OTT","D","51","755.75","1","4","3","1","5","20.83"
"547","Ryan Graves","COL","D","26","255.51666666667","3","2","1","1","5","38.46"
"564","Carl Dahlstrom","CHI","D","38","622.11666666667","0","5","2","3","5","14.71"
"598","Josh Currie","EDM","R","21","181.65","2","3","2","1","5","71.43"
"715","Caleb Jones","EDM","D","17","290.46666666667","1","4","2","2","5","45.45"
"716","Noah Juulsen","MTL","D","21","308.1","1","4","0","4","5","27.78"
"732","Jacob Larsson","ANA","D","49","760.96666666667","0","5","2","3","5","20.00"
"745","Dean Kukan","CBJ","D","25","331.85","0","5","3","2","5","38.46"
"775","Joey Anderson","N.J","R","34","384.61666666667","2","3","3","0","5","50.00"
"789","Dillon Dube","CGY","C","25","231.53333333333","1","4","0","4","5","55.56"
"828","Alexandre Fortin","CHI","L","24","239.66666666667","2","3","2","1","5","71.43"
"853","Lias Andersson","NYR","C","42","417.61666666667","1","4","2","2","5","55.56"
"870","Sheldon Dries","COL","C","40","318.06666666667","2","3","2","1","5","55.56"
"887","Karson Kuhlman","BOS","C","11","124.6","3","2","1","1","5","55.56"
"901","Taro Hirose","DET","L","10","140.11666666667","1","4","3","1","5","83.33"
"125","Korbinian Holzer","ANA","D","22","289.55","1","3","0","3","4","25.00"
"159","Brandon Sutter","VAN","C","26","324.83333333333","2","2","1","1","4","50.00"
"208","Michael Stone","CGY","D","14","189.16666666667","0","4","1","3","4","50.00"
"269","Nicolas Deslauriers","MTL","L","48","459.48333333333","1","3","1","2","4","44.44"
"273","Corban Knight","PHI","C","23","199.53333333333","1","3","1","2","4","100.00"
"286","Brandon Manning","CHI, EDM","D","39","502.05","2","2","1","1","4","25.00"
"304","Connor Brickley","NYR","L","14","125.61666666667","1","3","2","1","4","80.00"
"373","Fredrik Claesson","NYR","D","37","567.7","2","2","2","0","4","23.53"
"383","Andy Welinski","ANA","D","26","384.91666666667","1","3","2","1","4","30.77"
"384","Alan Quine","CGY","C","13","119.6","2","2","0","2","4","100.00"
"433","Kurtis Gabriel","N.J","R","22","161.11666666667","2","2","2","0","4","66.67"
"449","Phillip Di Giuseppe","CAR, NSH","L","24","227.9","1","3","1","2","4","57.14"
"490","Charles Hudon","MTL","L","32","320.31666666667","3","1","0","1","4","44.44"
"510","Jaycob Megna","ANA","D","28","346.21666666667","1","3","2","1","4","33.33"
"542","Peter Cehlarik","BOS","L","20","222.16666666667","2","2","1","1","4","57.14"
"561","Steven Santini","N.J","D","39","608.83333333333","1","3","1","2","4","22.22"
"594","Ross Johnston","NYI","L","17","133.46666666667","1","3","2","1","4","57.14"
"608","Frederick Gaudreau","NSH","C","55","487.46666666667","3","1","1","0","4","30.77"
